134,LI62_RS00675,LI63_RS23550,LI64_RS00445,LI65_RS01905,LI66_RS00395,SR75_RS13970,SR76_RS17175,SR68_RS09670,SR69_RS10660,
135,LI62_RS00680,LI63_RS23545,LI64_RS00450,LI65_RS01900,LI66_RS00400,SR75_RS13965,SR68_RS09665,SR69_RS10655,,
136,LI62_RS00685,LI63_RS23540,LI64_RS00455,LI65_RS01895,LI66_RS00405,SR75_RS13960,SR68_RS09660,SR69_RS10650,,
137,LI62_RS00690,LI63_RS23525,LI64_RS00460,LI65_RS01890,LI66_RS00420,SR65_RS06100,SR75_RS13945,SR76_RS17145,SR68_RS09645,SR69_RS10635
138,LI62_RS00695,LI63_RS23520,LI64_RS00465,LI65_RS01885,LI66_RS00425,SR65_RS06105,SR75_RS13940,SR76_RS17140,SR68_RS09640,SR69_RS10630
139,LI62_RS00700,LI63_RS23515,LI64_RS00470,LI65_RS01880,LI66_RS00430,SR65_RS06110,SR75_RS13935,SR76_RS17135,SR68_RS09635,SR69_RS10625
140,LI62_RS00705,LI63_RS23510,LI64_RS00475,LI65_RS01875,LI66_RS00435,SR65_RS06115,SR75_RS13930,SR76_RS17130,SR68_RS09630,SR69_RS10620
141,LI62_RS00710,LI63_RS23505,LI64_RS00480,LI65_RS01870,LI66_RS00440,SR65_RS06120,SR75_RS13925,SR76_RS17125,SR68_RS09625,SR69_RS10615
142,LI62_RS00715,LI63_RS23500,LI64_RS00485,LI65_RS01865,LI66_RS00445,SR75_RS13920,SR76_RS17120,SR68_RS09620,SR69_RS10610,
143,LI62_RS00720,LI63_RS23495,LI64_RS00490,LI65_RS01860,LI66_RS00450,SR75_RS13915,SR76_RS17115,SR68_RS09615,SR69_RS10605,
144,LI62_RS00725,LI63_RS23490,LI64_RS00495,LI65_RS01855,LI66_RS00455,SR75_RS13910,SR76_RS17110,SR68_RS09610,SR69_RS10600,
145,LI62_RS00730,LI63_RS23485,LI64_RS00500,LI65_RS01850,LI66_RS00460,SR75_RS13905,SR76_RS17105,SR68_RS09605,SR69_RS10595,
146,LI62_RS00735,LI63_RS23480,LI64_RS00505,LI65_RS01845,LI66_RS00465,SR75_RS13900,SR76_RS17100,SR68_RS09600,SR69_RS10590,
147,LI62_RS00740,LI63_RS23475,LI64_RS00510,LI65_RS01840,LI66_RS00470,SR75_RS13895,SR76_RS17095,SR68_RS09595,SR69_RS10585,
148,LI62_RS00745,LI63_RS23470,LI65_RS01835,LI66_RS00475,SR75_RS13890,SR76_RS17090,SR68_RS09590,SR69_RS10580,,
149,LI62_RS00750,LI63_RS23465,LI65_RS01830,LI66_RS00480,SR75_RS13885,SR76_RS17085,SR68_RS09585,SR69_RS10575,,
150,LI62_RS00755,LI63_RS23460,LI65_RS01825,LI66_RS00485,SR75_RS13880,SR76_RS17080,SR68_RS09580,SR69_RS10570,,
151,LI62_RS00760,LI63_RS23455,LI65_RS01820,SR75_RS13875,SR76_RS17075,SR68_RS09575,SR69_RS10565,,,
152,LI62_RS00765,,,,,,,,,
153,LI62_RS00770,LI63_RS23435,LI65_RS01795,LI66_RS00495,SR65_RS06145,SR75_RS13855,SR76_RS17055,SR68_RS09555,SR69_RS10545,
154,LI62_RS00775,,,,,,,,,
155,LI62_RS00780,,,,,,,,,
156,LI62_RS00785,,,,,,,,,
157,LI62_RS00790,,,,,,,,,
158,LI62_RS00795,,,,,,,,,
159,LI62_RS00800,,,,,,,,,
160,LI62_RS00805,,,,,,,,,
161,LI62_RS00810,,,,,,,,,
162,LI62_RS00815,,,,,,,,,
163,LI62_RS00820,,,,,,,,,
164,LI62_RS00825,,,,,,,,,
165,LI62_RS00830,,,,,,,,,
166,LI62_RS00835,,,,,,,,,
167,LI62_RS00840,,,,,,,,,
168,LI62_RS00845,,,,,,,,,
169,LI62_RS00850,,,,,,,,,
170,LI62_RS00855,LI64_RS00520,LI65_RS25285,,,,,,,
171,LI62_RS00860,LI64_RS00525,LI65_RS25280,,,,,,,
172,LI62_RS00865,LI64_RS00530,LI65_RS25275,,,,,,,
173,LI62_RS00870,LI64_RS00535,LI65_RS25270,,,,,,,
174,LI62_RS00875,LI64_RS00540,LI65_RS25265,,,,,,,
175,LI62_RS00880,LI64_RS00545,LI65_RS25260,,,,,,,
176,LI62_RS00885,LI64_RS00550,LI65_RS25235,,,,,,,
177,LI62_RS00890,LI64_RS00555,LI65_RS25230,,,,,,,
178,LI62_RS00895,LI64_RS00560,LI65_RS25225,,,,,,,
179,LI62_RS00900,LI64_RS00565,LI65_RS25220,,,,,,,
180,LI62_RS00905,LI64_RS00570,LI65_RS25215,,,,,,,
181,LI62_RS00910,LI64_RS00575,,,,,,,,
182,LI62_RS00915,LI64_RS00580,,,,,,,,
183,LI62_RS00920,LI64_RS00585,,,,,,,,
184,LI62_RS00930,LI63_RS23415,LI64_RS00595,LI65_RS01775,LI66_RS00515,SR65_RS06165,SR75_RS13835,SR76_RS17030,SR68_RS09535,SR69_RS10525
185,LI62_RS00935,LI63_RS23410,LI64_RS00600,LI65_RS01770,LI66_RS00520,SR65_RS06170,SR75_RS13830,SR76_RS17025,SR68_RS09530,SR69_RS10520
186,LI62_RS00940,LI63_RS23405,LI64_RS00605,LI65_RS01765,LI66_RS00525,SR65_RS06175,SR75_RS13825,SR76_RS17020,SR68_RS09525,SR69_RS10515
187,LI62_RS00945,LI63_RS23400,LI65_RS01760,LI66_RS00530,SR65_RS06180,SR75_RS13820,SR76_RS17015,SR68_RS09520,SR69_RS10510,
188,LI62_RS00950,LI63_RS23395,LI64_RS00615,LI65_RS01755,LI66_RS00535,SR65_RS06185,SR75_RS13815,SR76_RS17010,SR68_RS09515,SR69_RS10505
189,LI62_RS00955,LI63_RS23390,LI64_RS00620,LI65_RS01750,LI66_RS00540,SR65_RS06190,SR75_RS13810,SR76_RS17005,SR68_RS09510,SR69_RS10500
190,LI62_RS00960,LI63_RS23385,LI64_RS00625,LI65_RS01745,LI66_RS00545,SR65_RS06195,SR75_RS13805,SR76_RS17000,SR68_RS09505,SR69_RS10495
191,LI62_RS00965,LI63_RS23380,LI64_RS00630,LI65_RS01740,LI66_RS00550,SR65_RS06200,SR75_RS13800,SR76_RS16995,SR68_RS09500,SR69_RS10490
192,LI62_RS00970,LI63_RS23375,LI64_RS00635,LI65_RS01735,LI66_RS00555,SR65_RS06205,SR75_RS13795,SR76_RS16990,SR68_RS09495,SR69_RS10485
193,LI62_RS00975,LI63_RS23370,LI64_RS00640,LI65_RS01730,LI66_RS00560,SR65_RS06210,SR75_RS13790,SR76_RS16985,SR68_RS09490,SR69_RS10480
194,LI62_RS00980,LI63_RS23365,LI64_RS00645,LI65_RS01725,LI66_RS00565,SR65_RS06215,SR75_RS13785,SR76_RS16980,SR68_RS09485,SR69_RS10475
195,LI62_RS00985,LI63_RS23360,LI64_RS00650,LI65_RS01720,LI66_RS00570,SR75_RS13780,SR76_RS16975,SR68_RS09480,SR69_RS10470,
196,LI62_RS00990,LI63_RS23355,LI64_RS00655,LI65_RS01715,LI66_RS00575,SR75_RS13775,SR76_RS16970,SR68_RS09475,SR69_RS10465,
197,LI62_RS00995,LI63_RS23350,LI64_RS00660,LI65_RS01710,LI66_RS00580,SR75_RS13770,SR76_RS16965,SR68_RS09470,SR69_RS10460,
198,LI62_RS01000,LI63_RS23345,LI64_RS00665,LI65_RS01705,LI66_RS00585,SR75_RS13765,SR76_RS16960,SR68_RS09465,SR69_RS10455,
199,LI62_RS01005,LI63_RS23340,LI64_RS00670,LI65_RS01700,LI66_RS00590,SR75_RS13760,SR76_RS16955,SR68_RS09460,SR69_RS10450,
200,LI62_RS01010,LI63_RS23335,LI64_RS00675,LI65_RS01695,LI66_RS00595,SR75_RS13755,SR76_RS16950,SR68_RS09455,SR69_RS10445,
201,LI62_RS01015,LI63_RS23330,LI64_RS00680,LI65_RS01690,LI66_RS00600,SR75_RS13750,SR76_RS16945,SR68_RS09450,SR69_RS10440,
202,LI62_RS01020,LI63_RS23325,LI64_RS00685,LI65_RS01685,LI66_RS00605,SR65_RS06225,SR75_RS13745,SR76_RS16940,SR68_RS09445,SR69_RS10435
203,LI62_RS01025,LI63_RS23320,LI64_RS00690,LI65_RS01680,LI66_RS00610,SR65_RS06230,SR75_RS13740,SR76_RS16935,SR68_RS09440,SR69_RS10430
204,LI62_RS01030,LI63_RS23315,LI64_RS00695,LI65_RS01675,LI66_RS00615,SR65_RS06235,SR75_RS13735,SR76_RS16930,SR68_RS09435,SR69_RS10425
205,LI62_RS01035,LI63_RS23310,LI64_RS00700,LI65_RS01670,LI66_RS00620,SR65_RS06240,SR75_RS13730,SR76_RS16925,SR68_RS09430,SR69_RS10420
206,LI62_RS01040,LI63_RS23305,LI64_RS00705,LI65_RS01665,LI66_RS00625,SR65_RS06245,SR75_RS13725,SR76_RS16920,SR68_RS09425,SR69_RS10415
207,LI62_RS01045,LI63_RS23300,LI64_RS00710,LI65_RS01660,LI66_RS00630,SR65_RS06250,SR75_RS13720,SR76_RS16915,SR68_RS09420,SR69_RS10410
208,LI62_RS01050,LI63_RS23295,LI64_RS00715,LI65_RS01655,LI66_RS00635,SR65_RS06255,SR75_RS13715,SR76_RS16910,SR68_RS09415,SR69_RS10405
209,LI62_RS01055,LI63_RS23290,LI64_RS00720,LI65_RS01650,LI66_RS00640,SR65_RS06260,SR75_RS13710,SR76_RS16905,SR68_RS09410,SR69_RS10400
210,LI62_RS01060,LI63_RS23285,LI64_RS00725,LI65_RS01645,LI66_RS00645,SR65_RS06265,SR75_RS13705,SR76_RS16900,SR68_RS09405,SR69_RS10395
211,LI62_RS01065,LI63_RS23280,LI64_RS00730,LI65_RS01640,LI66_RS00650,SR65_RS06270,SR75_RS13700,SR76_RS16895,SR68_RS09400,SR69_RS10390
212,LI62_RS01070,LI63_RS23275,LI64_RS00735,LI65_RS01635,LI66_RS00655,SR65_RS06275,SR75_RS13695,SR76_RS16890,SR68_RS09395,SR69_RS10385
213,LI62_RS01075,LI63_RS23270,LI64_RS00740,LI65_RS01630,LI66_RS00660,SR65_RS06280,SR75_RS13690,SR76_RS16885,SR68_RS09390,SR69_RS10380
