1,CL_496,52588,53010,transcriptional regulator,CL,141
1,CL_497,53011,55449,ribonuclease R,CL,813
1,CL_498,55450,56178,23S rRNA (guanosine-2'-O-)-methyltransferase,CL,243
1,CL_499,57450,56179,Arabinose efflux permease,CL,424
1,CL_500,57451,59070,isovaleryl-CoA dehydrogenase,CL,540
1,CL_501,60999,59071,methyl-accepting chemotaxis sensory transducer,CL,643
1,CL_502,61272,61000,membrane protein,CL,91
1,CL_503,61599,61273,transporter,CL,109
1,CL_504,61600,62319,esterase,CL,240
1,CL_505,63072,62320,transcriptional regulator,CL,251
1,CL_506,64134,63073,L-ascorbate 6-phosphate lactonase,CL,354
1,CL_507,64135,65532,PTS ascorbate transporter subunit IIC,CL,466
1,CL_508,65533,65835,PTS ascorbate transporter subunit IIB,CL,101
1,CL_509,65836,66300,PTS ascorbate transporter subunit IIA,CL,155
1,CL_510,66301,66948,3-keto-L-gulonate-6-phosphate decarboxylase,CL,216
1,CL_511,66949,67806,L-ribulose-5-phosphate 3-epimerase ulaE,CL,286
1,CL_512,67807,68490,L-ribulose-5-phosphate 4-epimerase,CL,228
1,CL_513,68763,68491,membrane protein,CL,91
1,CL_514,68764,69156,30S ribosomal protein S6,CL,131
1,CL_515,69157,69468,primosomal replication protein N,CL,104
1,CL_516,69469,69693,30S ribosomal protein S18,CL,75
1,CL_517,69694,70140,50S ribosomal protein L9,CL,149
1,CL_518,70141,71067,hypothetical protein,CL,309
1,CL_519,71703,71068,opacity-associated protein A,CL,212
1,CL_520,71704,72321,peptidyl-prolyl cis-trans isomerase,CL,206
1,CL_521,72322,73728,alanine glycine permease,CL,469
1,CL_522,74388,73729,iron-sulfur cluster repair di-iron protein,CL,220
1,CL_523,74389,76035,methyl-accepting chemotaxis protein,CL,549
1,CL_524,76998,76036,membrane protein,CL,321
1,CL_525,77820,76999,AraC family transcriptional regulator,CL,274
1,CL_526,78666,77821,quinone oxidoreductase 2,CL,282
1,CL_527,78667,79050,HxlR family transcriptional regulator,CL,128
1,CL_528,80991,79051,"2', 3'-cyclic nucleotide 2'-phosphodiesterase",CL,647
1,CL_529,80992,81729,3'-5'-bisphosphate nucleotidase,CL,246
1,CL_530,82284,81730,hypothetical protein,CL,185
1,CL_531,82285,82488,hypothetical protein,CL,68
1,CL_INS_2,82489,82893,fGI_50;1,fGI,135
1,CL_534,84228,82894,hypothetical protein,CL,445
1,CL_INS_3,84229,91236,fGI_25;1,fGI,2336
1,CL_535,91875,91237,methionine sulfoxide reductase A,CL,213
1,CL_536,91876,93606,outer membrane protein,CL,577
1,CL_537,93607,97380,translocation and assembly module TamB,CL,1258
1,CL_538,97381,97722,gamma-glutamylcyclotransferase,CL,114
1,CL_539,98250,97723,inorganic pyrophosphatase,CL,176
1,CL_540,98251,99204,sugar ABC transporter substrate-binding protein,CL,318
1,CL_541,99205,100704,sugar ABC transporter ATP-binding protein,CL,500
1,CL_542,100705,101724,inner membrane ABC transporter permease ytfT,CL,340
1,CL_543,101725,102723,sugar ABC transporter permease,CL,333
1,CL_544,102724,104289,methyl-accepting chemotaxis protein,CL,522
1,CL_545,105285,104290,"fructose-1,6-bisphosphatase",CL,332
1,CL_546,105286,106656,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,CL,457
1,CL_547,107205,106657,hypothetical protein,CL,183
1,CL_548,107206,108555,microcin-processing peptidase 1. Unknown type peptidase. MEROPS family U62,CL,450
1,CL_549,108556,108939,soluble cytochrome b562,CL,128
1,CL_550,108940,109137,hypothetical protein,CL,66
1,CL_551,109138,109455,glycine dehydrogenase,CL,106
1,CL_552,109456,109815,hypothetical protein,CL,120
1,CL_553,109816,110112,cytoplasmic protein,CL,99
1,CL_554,110113,110886,membrane protein,CL,258
1,CL_555,110887,111525,membrane protein,CL,213
1,CL_556,111526,112656,dihydroorotase,CL,377
1,CL_557,112657,113772,L-seryl-tRNA selenium transferase,CL,372
1,CL_558,113773,114510,hypothetical protein,CL,246
1,CL_559,114511,115644,cycloisomerase,CL,378
1,CL_560,115645,117552,transcription antiterminator BglG,CL,636
1,CL_561,118014,117553,anaerobic ribonucleotide reductase-activating protein,CL,154
1,CL_562,120150,118015,ribonucleoside-triphosphate reductase,CL,712
1,CL_INS_4,120151,126051,fGI_50;1,fGI,1967
1,CL_568,127692,126052,trehalose-6-phosphate hydrolase,CL,547
1,CL_569,129108,127693,PTS maltose transporter subunit IIBC,CL,472
1,CL_INS_5,129109,130668,fGI_50;1,fGI,520
1,CL_570,131613,130669,trehalose repressor,CL,315
1,CL_571,131614,134319,"magnesium-transporting ATPase, P-type 1",CL,902
1,CL_572,134320,136701,beta-N-acetylhexosaminidase,CL,794
1,CL_573,138147,136702,acetylglucosamine-binding protein,CL,482
1,CL_574,138531,138148,endoribonuclease L-PSP,CL,128
1,CL_575,138990,138532,aspartate carbamoyltransferase regulatory subunit,CL,153
1,CL_576,139920,138991,aspartate carbamoyltransferase catalytic subunit,CL,310
1,CL_577,140397,139921,ArgR family transcriptional regulator,CL,159
1,CL_578,141798,140398,C4-dicarboxylate ABC transporter,CL,467
1,CL_579,142800,141799,ornithine carbamoyltransferase,CL,334
1,CL_580,143709,142801,carbamate kinase,CL,303
1,CL_581,144927,143710,arginine deiminase,CL,406
1,CL_582,144928,145377,hypothetical protein,CL,150
1,CL_583,145378,146283,2-keto-3-deoxy-galactonate aldolase,CL,302
1,CL_584,146284,148248,dehydratase,CL,655
1,CL_585,148249,149628,symporter,CL,460
1,CL_586,149629,151236,beta-xylosidase,CL,536
1,CL_587,151992,151237,IclR family transcriptional regulator,CL,252
1,CL_INS_6,151993,152442,fGI_50;1,fGI,150
1,CL_590,153444,152443,ornithine carbamoyltransferase,CL,334
1,CL_591,153445,153867,RNase E inhibitor protein,CL,141
1,CL_592,153868,154623,tRNA hydroxylase,CL,252
1,CL_593,154624,155343,topoisomerase II,CL,240
1,CL_INS_7,155344,181575,fGI_50;1,fGI,8744
1,CL_631,182574,181576,tryptophanyl-tRNA synthetase,CL,333
1,CL_632,182575,182997,glutathione transferase,CL,141
1,CL_633,184002,182998,LacI family transcriptional regulator,CL,335
1,CL_634,184003,185088,"1,4-beta-xylanase",CL,362
1,CL_635,185089,186480,sodium:galactoside symporter,CL,464
1,CL_INS_8,186481,189843,fGI_50;1,fGI,1121
1,CL_636,190662,189844,arylesterase,CL,273
1,CL_637,192279,190663,MFS transporter,CL,539
1,CL_638,192684,192280,LysR family transcriptional regulator,CL,135
1,CL_INS_9,192685,194553,fGI_50;1,fGI,623
1,CL_640,194554,195237,isochorismatase hydrolase,CL,228
1,CL_641,195238,195456,hypothetical protein,CL,73
1,CL_642,195457,195714,ABC transporter substrate-binding protein,CL,86
1,CL_643,195715,196092,histidine kinase,CL,126
1,CL_644,196093,201675,histidine kinase,CL,1861
1,CL_645,202290,201676,LuxR family transcriptional regulator,CL,205
1,CL_INS_10,202291,202674,fGI_25;1,fGI,128
1,CL_647,202675,203277,ATP-dependent Clp protease ClpP,CL,201
1,CL_648,203278,204396,cupin 4 family protein,CL,373
1,CL_649,204579,204397,hypothetical protein,CL,61
1,CL_650,204580,204810,hypothetical protein,CL,77
1,CL_651,204811,205764,AraC family transcriptional regulator,CL,318
1,CL_652,205765,207852,ferrioxamine B receptor,CL,696
1,CL_653,209265,207853,GntR family transcriptional regulator,CL,471
1,CL_654,209266,209424,putative conserved small protein,CL,53
1,CL_655,210810,209425,GntR family transcriptional regulator,CL,462
1,CL_656,210811,211287,alkylhydroperoxidase,CL,159
1,CL_INS_11,211288,213600,fGI_50;1,fGI,771
1,CL_657,213601,213921,antibiotic biosynthesis monooxygenase,CL,107
1,CL_INS_12,213922,214314,fGI_50;1,fGI,131
1,CL_658,214315,215007,ArsR family transcriptional regulator,CL,231
1,CL_659,215008,215475,MarR family transcriptional regulator,CL,156
1,CL_660,215476,216537,hemolysin secretion protein D,CL,354
1,CL_661,216538,217611,"1,4-alpha-glucan branching protein",CL,358
1,CL_662,218880,217612,putative membrane protein,CL,423
1,CL_INS_13,218881,220851,fGI_50;2,fGI,657
1,CL_667,220852,222219,succinate-semialdehyde dehydrogenase,CL,456
1,CL_668,222762,222220,porin,CL,181
1,CL_669,222763,224118,esterase-like activity of phytase family protein,CL,452
1,CL_670,225069,224119,GTP-binding protein,CL,317
1,CL_671,225270,225070,hypothetical protein,CL,67
1,CL_672,227421,225271,carbon starvation protein CstA,CL,717
1,CL_673,227676,227422,transcriptional regulator,CL,85
1,CL_674,228183,227677,4-hydroxyphenylacetate 3-monooxygenase,CL,169
1,CL_675,229743,228184,4-hydroxyphenylacetate 3-monooxygenase component,CL,520
1,CL_676,230673,229744,4-hydroxyphenylacetate catabolism regulatory protein HpaA,CL,310
1,CL_677,232014,230674,4-hydroxyphenylacetate permease,CL,447
1,CL_678,232806,232015,"4-hydroxy-2-oxo-heptane-1,7-dioate aldolase",CL,264
1,CL_679,233607,232807,2-oxohept-3-enedioate hydratase,CL,267
1,CL_680,233985,233608,5-carboxymethyl-2-hydroxymuconate isomerase,CL,126
1,CL_681,234834,233986,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",CL,283
1,CL_682,236298,234835,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase,CL,488
1,CL_683,237573,236299,4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase,CL,425
1,CL_684,237574,238011,homoprotocatechuate degradative operon repressor,CL,146
1,CL_685,238012,239673,methyl-accepting chemotaxis protein,CL,554
1,CL_686,240180,239674,GCN5 family acetyltransferase,CL,169
1,CL_687,242469,240181,phosphoglycerol transferase I,CL,763
1,CL_688,242949,242470,Protein of unknown function (DUF2501).,CL,160
1,CL_689,243684,242950,DNA replication protein DnaC,CL,245
1,CL_690,244227,243685,primosomal protein DnaI,CL,181
1,CL_691,244653,244228,Ohr subfamily peroxiredoxin,CL,142
1,CL_692,245103,244654,MarR family transcriptional regulator,CL,150
1,CL_693,245574,245104,hypothetical protein,CL,157
1,CL_694,246348,245575,membrane protein,CL,258
1,CL_INS_14,246349,247083,fGI_50;1,fGI,245
1,CL_696,247084,247713,transcriptional regulator,CL,210
1,CL_697,248169,247714,prolyl-tRNA synthetase,CL,152
1,CL_698,248170,249513,cytochrome C biogenesis protein CcmF,CL,448
1,CL_699,250299,249514,ferric iron reductase involved in ferric hydroximate transport,CL,262
1,CL_700,251361,250300,diguanylate cyclase,CL,354
1,CL_701,251362,251589,hypothetical protein,CL,76
1,CL_702,252615,251590,ribosomal RNA small subunit methyltransferase C,CL,342
1,CL_703,252616,253026,DNA polymerase III subunit psi,CL,137
1,CL_704,253027,253467,alanine acetyltransferase,CL,147
1,CL_705,253468,254142,dUMP phosphatase,CL,225
1,CL_706,254143,255729,peptide chain release factor 3,CL,529
1,CL_707,255730,256344,hypothetical protein,CL,205
1,CL_708,256345,256503,membrane protein,CL,53
1,CL_709,256504,257553,hypothetical protein,CL,350
1,CL_710,257554,258333,deoxyribonuclease YjjV,CL,260
1,CL_INS_15,258334,259191,fGI_50;1,fGI,286
1,CL_712,260724,259192,hypothetical protein,CL,511
1,CL_713,260725,261501,deoxyribose-phosphate aldolase,CL,259
1,CL_714,261502,262821,thymidine phosphorylase,CL,440
1,CL_715,262822,264042,phosphopentomutase,CL,407
1,CL_716,264043,264759,purine nucleoside phosphorylase DeoD-type,CL,239
1,CL_INS_16,264760,266316,fGI_50;1,fGI,519
1,CL_717,267330,266317,lipoate-protein ligase A,CL,338
1,CL_718,267972,267331,putative membrane protein affecting hemolysin expression,CL,214
1,CL_719,267973,268938,phosphoserine phosphatase,CL,322
1,CL_720,268939,270321,DNA repair protein RadA,CL,461
1,CL_721,270322,271551,cytidyltransferase-related domain,CL,410
1,CL_722,272550,271552,alcohol dehydrogenase,CL,333
1,CL_723,272551,273447,LysR family transcriptional regulator,CL,299
1,CL_724,275112,273448,heme ABC transporter ATP-binding protein,CL,555
1,CL_725,275113,277047,lytic murein transglycosylase,CL,645
1,CL_726,277048,277374,Trp operon repressor,CL,109
1,CL_727,277887,277375,NTPase,CL,171
1,CL_728,277888,278532,phosphoglycerate mutase,CL,215
1,CL_729,279399,278533,RobA family efflux pump transcriptional activator,CL,289
1,CL_730,279400,279867,hypothetical protein,CL,156
1,CL_731,280581,279868,transcriptional regulator,CL,238
1,CL_732,280582,281265,RNA methyltransferase,CL,228
1,CL_733,281266,283725,bifunctional aspartokinase I/homoserine dehydrogenase I,CL,820
1,CL_734,283726,284652,homoserine kinase,CL,309
1,CL_735,284653,285936,threonine synthase,CL,428
1,CL_736,285937,286215,hypothetical protein,CL,93
1,CL_737,286986,286216,hypothetical protein,CL,257
1,CL_738,288417,286987,AGCS family alanine or glycine:cation symporter,CL,477
1,CL_739,288418,289368,transaldolase,CL,317
1,CL_740,289369,289953,molybdenum cofactor biosynthesis protein MogA,CL,195
1,CL_741,289954,291273,MFS transporter,CL,440
1,CL_742,291837,291274,hypothetical protein,CL,188
1,CL_743,291838,291987,hypothetical protein,CL,50
1,CL_744,291988,293898,chaperone protein DnaK,CL,637
1,CL_745,293899,295041,molecular chaperone DnaJ,CL,381
1,CL_746,295042,296214,Na(+)/H(+) antiporter nhaA,CL,391
1,CL_747,296215,297111,transcriptional regulator,CL,299
1,CL_748,297372,297112,30S ribosomal protein S20,CL,87
1,CL_749,297373,298296,bifunctional riboflavin kinase/FMN adenylyltransferase,CL,308
1,CL_750,298297,301110,isoleucyl-tRNA synthetase,CL,938
1,CL_751,301111,301608,lipoprotein signal peptidase,CL,166
1,CL_752,301609,302055,peptidyl-prolyl cis-trans isomerase,CL,149
1,CL_753,302056,303003,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,CL,316
1,CL_INS_17,303004,309597,fGI_25;1,fGI,2198
1,CL_762,309598,310416,dihydrodipicolinate reductase,CL,273
1,CL_763,310417,311562,carbamoyl phosphate synthase small subunit,CL,382
1,CL_764,311563,314784,carbamoyl-phosphate synthase large chain,CL,1074
1,CL_765,314785,315015,hypothetical protein,CL,77
1,CL_766,317556,315016,adhesin autotransporter,CL,847
1,CL_767,317557,318084,potassium transporter,CL,176
1,CL_768,318085,319947,potassium transporter,CL,621
1,CL_769,319948,320424,dihydrofolate reductase,CL,159
1,CL_770,321270,320425,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical",CL,282
1,CL_771,321645,321271,cobalt transporter,CL,125
1,CL_772,322464,321646,dimethyladenosine transferase,CL,273
1,CL_773,323448,322465,4-hydroxythreonine-4-phosphate dehydrogenase,CL,328
1,CL_774,324732,323449,peptidyl-prolyl cis-trans isomerase,CL,428
1,CL_775,327081,324733,LPS assembly outer membrane complex protein LptD,CL,783
1,CL_776,327082,327894,DnaJ-like protein djlA,CL,271
1,CL_777,328551,327895,23S rRNA/tRNA pseudouridine synthase A,CL,219
1,CL_778,331455,328552,ATP-dependent helicase,CL,968
1,CL_779,333810,331456,DNA polymerase II,CL,785
1,CL_780,334503,333811,L-ribulose 5-phosphate 4-epimerase,CL,231
1,CL_781,336003,334504,arabinose isomerase,CL,500
1,CL_782,337710,336004,ribulokinase,CL,569
1,CL_783,337711,338553,transcriptional regulator,CL,281
1,CL_784,338554,339318,membrane protein,CL,255
1,CL_785,340017,339319,thiamine ABC transporter ATP-binding protein,CL,233
1,CL_786,341625,340018,thiamine transporter membrane protein,CL,536
1,CL_787,342606,341626,thiamine ABC transporter substrate-binding protein,CL,327
1,CL_788,344259,342607,transcriptional regulator,CL,551
1,CL_789,344260,344409,hypothetical protein,CL,50
1,CL_790,344410,345585,sugar efflux transporter,CL,392
1,CL_INS_18,345586,345735,fGI_25;1,fGI,50
1,CL_792,346338,345736,isopropylmalate isomerase,CL,201
1,CL_793,347736,346339,3-isopropylmalate dehydratase large subunit,CL,466
1,CL_794,348825,347737,3-isopropylmalate dehydrogenase,CL,363
1,CL_795,350394,348826,2-isopropylmalate synthase,CL,523
1,CL_796,350395,351336,leucine transcriptional activator,CL,314
1,CL_797,351337,353058,acetolactate synthase,CL,574
1,CL_798,353059,353547,acetolactate synthase,CL,163
1,CL_799,353548,354549,transcriptional regulator,CL,334
1,CL_800,354550,355005,cell division protein MraZ,CL,152
1,CL_801,355006,355944,16S rRNA methyltransferase,CL,313
1,CL_802,355945,356307,cell division protein FtsL,CL,121
1,CL_803,356308,358071,cell division protein FtsI,CL,588
1,CL_804,358072,359556,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase",CL,495
1,CL_805,359557,360912,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D- alanine ligase,CL,452
1,CL_806,360913,361992,phospho-N-acetylmuramoyl-pentapeptide- transferase,CL,360
1,CL_807,361993,363306,UDP-N-acetylmuramoylalanine-D-glutamate ligase,CL,438
1,CL_808,363307,364548,cell division protein FtsW,CL,414
1,CL_809,364549,365610,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,CL,354
1,CL_810,365611,367083,UDP-N-acetylmuramate--alanine ligase,CL,491
1,CL_811,367084,368001,D-alanine--D-alanine ligase,CL,306
1,CL_812,368002,368841,cell division protein FtsQ,CL,280
1,CL_813,368842,370095,cell division protein FtsA,CL,418
1,CL_814,370096,371244,peptidase M23,CL,383
1,CL_815,371245,372159,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase,CL,305
1,CL_816,372160,372660,SecA regulator SecM,CL,167
1,CL_817,372661,375363,preprotein translocase subunit SecA,CL,901
1,CL_818,375364,375753,nucleoside triphosphate pyrophosphohydrolase,CL,130
1,CL_819,375945,375754,DNA gyrase inhibitor,CL,64
1,CL_820,376686,375946,hypothetical protein,CL,247
1,CL_821,377304,376687,dephospho-CoA kinase,CL,206
1,CL_822,377305,378345,guanosine 5'-monophosphate oxidoreductase,CL,347
1,CL_823,379527,378346,type IV pilin biogenesis protein,CL,394
1,CL_824,380904,379528,hypothetical protein,CL,459
1,CL_825,381339,380905,prepilin peptidase-dependent protein D,CL,145
1,CL_826,382230,381340,nicotinate-nucleotide pyrophosphorylase [carboxylating],CL,297
1,CL_827,382231,382791,N-acetyl-anhydromuranmyl-L-alanine amidase,CL,187
1,CL_828,382792,383643,protein AmpE,CL,284
1,CL_829,384591,383644,alpha-N-arabinofuranosidase,CL,316
1,CL_830,385986,384592,sugar (glycoside-Pentoside-Hexuronide) transporter,CL,465
1,CL_831,387354,385987,aromatic amino acid transporter,CL,456
1,CL_832,387504,387355,hypothetical protein,CL,50
1,CL_833,387505,388266,transcriptional regulator,CL,254
1,CL_834,388267,390927,pyruvate dehydrogenase,CL,887
1,CL_835,390928,392823,pyruvate dehydrogenase,CL,632
1,CL_836,392824,394245,dihydrolipoamide dehydrogenase,CL,474
1,CL_837,395034,394246,hypothetical protein,CL,263
1,CL_838,396528,395035,membrane protein,CL,498
1,CL_839,396529,399123,aconitate hydratase 2,CL,865
1,CL_840,399124,399483,hypothetical protein,CL,120
1,CL_841,400275,399484,S-adenosylmethionine decarboxylase,CL,264
1,CL_842,401142,400276,spermidine synthase,CL,289
1,CL_843,401487,401143,hypothetical protein,CL,115
1,CL_844,401488,403044,multicopper oxidase,CL,519
1,CL_845,405432,403045,glucose dehydrogenase,CL,796
1,CL_846,405433,405966,hypoxanthine phosphoribosyltransferase,CL,178
1,CL_847,406626,405967,carbonic anhydrase,CL,220
1,CL_848,406627,407550,multidrug ABC transporter ATP-binding protein,CL,308
1,CL_849,407551,408318,inner membrane transport permease yadH,CL,256
1,CL_850,408319,408756,PTS sugar transporter subunit IIA,CL,146
1,CL_851,408757,410001,hypothetical protein,CL,415
1,CL_INS_19,410002,411075,fGI_25;2,fGI,358
1,CL_853,411675,411076,fimbrial protein,CL,200
1,CL_854,412236,411676,hypothetical protein,CL,187
1,CL_855,412803,412237,fimbrial protein,CL,189
1,CL_856,415395,412804,hypothetical protein,CL,864
1,CL_857,416136,415396,chaperone protein EcpD,CL,247
1,CL_858,416745,416137,hypothetical protein,CL,203
1,CL_859,417123,416746,aspartate decarboxylase,CL,126
1,CL_860,417972,417124,pantoate--beta-alanine ligase,CL,283
1,CL_861,418761,417973,3-methyl-2-oxobutanoate hydroxymethyltransferase,CL,263
1,CL_862,419238,418762,2-amino-4-hydroxy-6- hydroxymethyldihydropteridinepyrophosphokinase,CL,159
1,CL_863,420579,419239,poly(A) polymerase I,CL,447
1,CL_864,421467,420580,glutamyl-Q tRNA(Asp) ligase,CL,296
1,CL_865,421920,421468,RNA polymerase-binding transcription factor DksA,CL,151
1,CL_866,422622,421921,transcriptional regulator,CL,234
1,CL_867,423174,422623,2'-5' RNA ligase,CL,184
1,CL_868,423175,425601,ATP-dependent helicase HrpB,CL,809
1,CL_869,425602,428124,bifunctional glycosyl transferase/transpeptidase,CL,841
1,CL_INS_20,428125,432840,fGI_25;1,fGI,1572
1,CL_874,432841,435048,ferrichrome outer membrane transporter,CL,736
1,CL_875,435049,435843,iron-hydroxamate transporter ATP-binding protein,CL,265
1,CL_876,435844,436731,iron-hydroxamate transporter substrate-binding subunit,CL,296
1,CL_877,436732,438711,iron ABC transporter,CL,660
1,CL_878,439989,438712,"glutamate-1-semialdehyde 2,1-aminomutase",CL,426
1,CL_879,439990,441387,H(+)/Cl(-) exchange transporter ClcA,CL,466
1,CL_880,441388,441729,iron-sulfur cluster insertion protein ErpA,CL,114
1,CL_881,442350,441730,hypothetical protein,CL,207
1,CL_882,443157,442351,vitamin B12-transporter protein BtuF,CL,269
1,CL_883,443853,443158,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,CL,232
1,CL_884,443854,445365,deoxyguanosinetriphosphate triphosphohydrolase,CL,504
1,CL_885,445366,446796,serine endoprotease,CL,477
1,CL_886,446797,447951,CdaR family transcriptional regulator,CL,385
1,CL_887,448335,447952,hypothetical protein,CL,128
1,CL_888,449157,448336,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",CL,274
1,CL_889,451830,449158,PII uridylyl-transferase,CL,891
1,CL_890,452622,451831,methionine aminopeptidase,CL,264
1,CL_891,452623,453345,30S ribosomal protein S2,CL,241
1,CL_892,453346,454194,elongation factor Ts,CL,283
1,CL_893,454195,454917,uridylate kinase,CL,241
1,CL_894,454918,455472,ribosome recycling factor,CL,185
1,CL_895,455473,456669,1-deoxy-D-xylulose 5-phosphate reductoisomerase,CL,399
1,CL_896,456670,457425,UDP pyrophosphate synthase,CL,252
1,CL_897,457426,458280,CDP-diglyceride synthase,CL,285
1,CL_898,458281,459630,zinc metallopeptidase RseP,CL,450
1,CL_899,459631,462045,outer membrane protein assembly factor YaeT,CL,805
1,CL_900,462046,462537,chaperone,CL,164
1,CL_901,462538,463560,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase,CL,341
1,CL_902,463561,464013,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,CL,151
1,CL_903,464014,464799,UDP-N-acetylglucosamine acyltransferase,CL,262
1,CL_904,464800,465945,lipid-A-disaccharide synthase,CL,382
1,CL_905,465946,466539,ribonuclease HII,CL,198
1,CL_906,466540,470019,DNA polymerase III subunit alpha,CL,1160
1,CL_907,470020,470976,acetyl-CoA carboxylase subunit alpha,CL,319
1,CL_908,470977,473106,L-lysine decarboxylase,CL,710
1,CL_909,473107,473493,lyase,CL,129
1,CL_910,473494,474777,tRNA(Ile)-lysidine synthetase,CL,428
1,CL_911,475035,474778,Rho-binding antiterminator,CL,86
1,CL_912,475233,475036,hypothetical protein,CL,66
1,CL_913,475234,475776,hypothetical protein,CL,181
1,CL_914,475777,476190,hypothetical protein,CL,138
1,CL_915,476191,476886,lipoprotein involved with copper homeostasis and adhesion,CL,232
1,CL_916,478602,476887,prolyl-tRNA synthetase,CL,572
1,CL_917,479307,478603,hypothetical protein,CL,235
1,CL_918,479709,479308,outer membrane lipoprotein,CL,134
1,CL_919,480522,479710,methionine ABC transporter substrate-binding protein,CL,271
1,CL_920,481173,480523,methionine ABC transporter permease,CL,217
1,CL_921,482202,481174,methionine ABC transporter ATP-binding protein,CL,343
1,CL_922,482203,482766,"D,D-heptose 1,7-bisphosphate phosphatase",CL,188
1,CL_923,482767,483567,"2,5-diketo-D-gluconic acid reductase B",CL,267
1,CL_924,484470,483568,"transcriptional regulator, LysR family",CL,301
1,CL_925,484471,485643,sugar MFS transporter,CL,391
1,CL_926,485644,486441,hypothetical protein,CL,266
1,CL_927,486442,487212,S-adenosyl-L-methionine (SAM)-dependent methyltransferase PhcB,CL,257
1,CL_928,488574,487213,membrane-bound lytic murein transglycosylase D,CL,454
1,CL_929,489330,488575,hydroxyacylglutathione hydrolase,CL,252
1,CL_930,489331,490044,hypothetical protein,CL,238
1,CL_931,490509,490045,ribonuclease H,CL,155
1,CL_932,490510,491247,DNA polymerase III subunit epsilon,CL,246
1,CL_INS_21,491248,525156,fGI_25;2,fGI,11303
